postal_code,city,state,name,max(cool)
30313,Atlanta,GA,Clarion Inn & Suites Atlanta Downtown,2
30340,Atlanta,GA,Plumb Works,2
32812,Orlando,FL,Pop-A-Lock,2
02021,Canton,MA,Jansky Mechanical,2
43201,Worthington,OH,Empire Today,2
V6Z 1R2,Vancouver,BC,Holiday Inn Hotel & Suites Vancouver Downtown,2
34746,Kissimmee,FL,Florida Vacation Villas,2
02127,Boston,MA,Cambria Hotel Boston Downtown,2
98660,Vancouver,WA,Freedom Dogs,2
32819,Orlando,FL,Tesla Supercharger,2
30301,Atlanta,GA,Exclusive Mobile Tire Service,2
78734,Lakeway,TX,Lakeway Veterinary Clinic,2
30071,Norcross,GA,Waffle House,2
V5E 1E1,Burnaby,BC,Church's Chicken,2
34734,Gotha,FL,Woodlawn Memorial Park & Funeral Home,2
78734,Lakeway,TX,Whataburger,2
97201,Portland,OR,Econo Lodge City Center,2
34746,Orlando,FL,GreenPoint Hotel Kissimmee,2
30336,Atlanta,GA,Waffle House,2
78701,Austin,TX,Azteca Towing,2
32773,Sanford,FL,Waffle House,2
01960,Peabody,MA,Gaeta Shell & Towing,2
30303,Atlanta,GA,Reasonable Rates Movers,2
32771,Sanford,FL,Rollin' Dough,2
97206,Portland,OR,Fantasyland,2
43224,Columbus,OH,Sizzle Marine,2
02446,Brookline,MA,RF Locks,2
02184,Braintree,MA,Hampton Inn Boston/Braintree,2
32839,Orlando,FL,SpringHill Suites by Marriott Orlando at Millenia,2
02110,Boston,MA,Hilton Boston Downtown/Faneuil Hall,2
34747,Celebration,FL,Meliá - Orlando Celebration,2
02114,Boston,MA,Cozymeal,2
43054,New Albany,OH,Mount Carmel New Albany,2
02180,Stoneham,MA,Lanza,2
78701,Austin,TX,Paige Newton Photography,2
02184,Braintree,MA,Candlewood Suites Boston-Braintree,2
43230,Columbus,OH,RManVan,2
V6E 4R6,Vancouver,BC,Carmana Plaza,2
78735,Austin,TX,A-Tex Towing,2
32751,Maitland,FL,VITAS Healthcare,2
78753,Austin,TX,Fitness Connection - Tech Ridge,2
97062,Tualatin,OR,Monkeyman's Tree Service,2
02368,Randolph,MA,Walgreens,2
32809,Orlando,FL,Laura's Shuttle,2
02368,Randolph,MA,Comfort Inn Randolph - Boston,2
02139,Cambridge,MA,Altman & Altman,2
97217,Portland,OR,Residence Inn Portland North,2
30308,Atlanta,GA,"Twelve Downtown, Autograph Collection",2
78761,Austin,TX,Apex Heating & Air Conditioning,2
V6C 1L6,Vancouver,BC,Days Inn Downtown,2
32826,Orlando,FL,La Quinta by Wyndham Orlando UCF,2
43231,Columbus,OH,Steak ’n Shake,2
02111,Boston,MA,B&B Parking,2
78751,Austin,TX,IHOP,2
43207,Columbus,OH,McDonald's,2
78768,Austin,TX,Austin Tennis Net,2
01970,Salem,MA,Coast to Coast Paddle,2
78705,Austin,TX,Andys Concrete Floors,2
78754,Austin,TX,Precision Heating & Air,2
32819,Orlando,FL,Extended Stay America - Orlando - Southpark - Equity Row,2
97035,Lake Oswego,OR,Renaissance Homes,2
43228,Columbus,OH,Thorntons,2
02127,Boston,MA,Hub Lock & Door Closer Company,2
32817,Orlando,FL,Hampton Inn & Suites Orlando/East UCF Area,2
80301,Boulder,CO,"Mesa Plumbing, Heating & Cooling",2
02124,Boston,MA,Boston Drain Company,2
02324,Boston,MA,3 Day Blinds Shop-At-Home Services,2
78705,Austin,TX,"The Otis Hotel, Autograph Collection",2
97045,Oregon City,OR,Providence Williamette Falls Medical Center,2
30305,Atlanta,GA,The Burgess Hotel,2
30316,Atlanta,GA,Pilot Travel Center,2
97230,Portland,OR,Statewide Restoration,2
32821,Orlando,FL,Holiday Inn Express & Suites- Orlando,2
97230,Portland,OR,Rodeway Inn & Suites,2
78610,Buda,TX,Quantum Unlimited Towing,2
78705,Austin,TX,Drifter Jack's Hostel,2
30344,Atlanta,GA,Four Points by Sheraton Atlanta Airport West,2
97236,Portland,OR,Spartan Training Portland,2
78727,Austin,TX,Cycle Lift,2
02452,Waltham,MA,Yuri Kriventsoff,2
97006,Beaverton,OR,Arco AM/PM,2
02128,Boston,MA,SquareTrade Go,2
02114,Boston,MA,Friend Street Hostel,2
V6R 1P3,Vancouver,BC,Breka Bakery & Cafe,2
30309,Atlanta,GA,Anytime Fitness,2
30303,Atlanta,GA,Maintenance Unlimited Heating,2
30328,Sandy Springs,GA,Atlanta Taxi Style Transportation,2
43147,Pickerington,OH,Steak ’n Shake,2
97220,Portland,OR,Lucky Limousine & Town Car Service,2
30342,Atlanta,GA,Su-Taxi,2
78753,Austin,TX,Orangewood Inn & Suites,2
30324,Atlanta,GA,TownePlace Suites by Marriott Atlanta Buckhead,2
98661,Vancouver,WA,Vancouver Cab Company,2
02062,Norwood,MA,Residence Inn by Marriott Boston Norwood/Canton,2
97209,Portland,OR,Modern Realty,2
30341,Atlanta,GA,QuikTrip,2
32836,Orlando,FL,Hilton Garden Inn Lake Buena Vista/Orlando,2
02122,Boston,MA,Comfort Inn,2
02138,Cambridge,MA,Plus Hotel Tria,2
02118,Boston,MA,SoWa Art + Design District,2
V5H 4M1,Burnaby,BC,Burger King,2
78701,Austin,TX,McDonald's,2
43202,Columbus,OH,Hilton Garden Inn Columbus-University Area,2
98682,Vancouver,WA,Muchas Gracias Mexican Food,2
32810,Lockhart,FL,McDonald's,2
78752,Austin,TX,La Quinta Inn by Wyndham Austin North,2
V6B 2S2,Vancouver,BC,Global Atomic Designs,2
43230,Columbus,OH,TownePlace Suites Columbus Airport Gahanna,2
34746,Kissimmee,FL,"Palazzo Lakeside Hotel, an Ascend Hotel Collection Member",2
30084,Tucker,GA,Studio 6,2
V7H 1S5,North Vancouver,BC,Payless Auto Towing,2
32812,Orlando,FL,NextCar,2
V3J 1N8,Coquitlam,BC,Church's Chicken,2
97218,Portland,OR,Oregon Tree Care,2
30033,Decatur,GA,CVS Pharmacy,2
30324,Atlanta,GA,Anytime Cutz,2
30320,Atlanta,GA,E-Z Rent A Car,2
30337,College Park,GA,Chevron,2
01801,Woburn,MA,Best Western Plus New Englander,2
78756,Austin,TX,512 SNO,2
V6E 1M3,Vancouver,BC,Denny's,2
97202,Portland,OR,Girl.Copy,2
30308,Atlanta,GA,Twelve Hotels & Residences,2
02135,Boston,MA,Studio Allston,2
78744,Austin,TX,Homewood Suites by Hilton Austin-South/Airport,2
97005,Beaverton,OR,City Cab,2
78735,Austin,TX,La Quinta by Wyndham Austin Southwest,2
98665,Vancouver,WA,Sarkinen Plumbing,2
01970,Salem,MA,Salem Shell,2
78703,Austin,TX,7-Eleven,2
97202,Portland,OR,Intentional Espresso Company,2
43231,Columbus,OH,Speedway,2
78744,Austin,TX,Max Electrical Services,2
30337,Atlanta,GA,La Quinta by Wyndham Atlanta Airport South,2
30329,Atlanta,GA,CVS Pharmacy,2
30305,Atlanta,GA,McDonald's,2
30305,Atlanta,GA,Hampton Inn Atlanta-Buckhead,2
97214,Portland,OR,24 Hour Lock and Key,2
78729,Austin,TX,County Line Car Wash,2
97232,Portland,OR,Lori Fenwick - Premiere Property Group,2
02451,Waltham,MA,MSPCA-Angell West,2
01702,Framingham,MA,Monticello Motel,2
80302,Boulder,CO,Quality Inn & Suites Boulder Creek,2
78701,Austin,TX,Med 2 You,2
30339,Atlanta,GA,FedEx Office Print & Ship Center,2
V4K 3N3,Delta,BC,Tim Hortons,2
43081,Westerville,OH,DogDays,2
97217,Portland,OR,Motel 6 North Portland,2
V3X 3K1,Surrey,BC,Anytime Fitness,2
32819,Orlando,FL,Hyatt House,2
43221,Upper Arlington,OH,Whole Tree Care by Trapper's Tree Service,2
30341,Atlanta,GA,Waffle House,2
78754,Austin,TX,ATX Co-Op Taxi,2
02110,Boston,MA,Roto-Rooter Plumbing & Water Cleanup,2
02492,Needham,MA,Charles River YMCA,2
01867,Reading,MA,Sunset Limousine Service,2
78719,Austin,TX,Austin Biplane,2
02148,Malden,MA,Dunkin',2
78748,Austin,TX,DeBono Dog Training & Behavior Specialists,2
30315,Atlanta,GA,Krystal,2
32801,Orlando,FL,Ghost Bar,2
78753,Austin,TX,Holiday Inn Express Austin North Central,2
78734,Lakeway,TX,Aria Limousines,2
32801,Orlando,FL,Town Car Now,2
32805,Orlando,FL,Baxter Restoration,2
01880,Wakefield,MA,Iron Horse Transport,2
43016,Dublin,OH,Stanley Steemer,2
78744,Austin,TX,The Cuddle Cottage,2
02152,Winthrop,MA,Viking Taxi,2
32808,Orlando,FL,ARS / Rescue Rooter Orlando,2
32817,Orlando,FL,Courtyard Orlando East/UCF Area,2
02045,Hull,MA,Nantasket Charter Car Service,2
V6B 2X5,Vancouver,BC,7-Eleven,2
30339,Atlanta,GA,Hampton Inn Atlanta-Cumberland Mall/NW,2
43016,Dublin,OH,Staybridge Suites Columbus-Dublin,2
43227,Columbus,OH,White Castle,2
78722,Austin,TX,A & A Wrecker & Recovery,2
30337,Atlanta,GA,Hertz Rent A Car,2
78748,Austin,TX,Wow Total Cleaning & Restoration,2
97232,Portland,OR,Portland Nanny,2
30310,Atlanta,GA,McDonald's,2
43240,Columbus,OH,Hilton Columbus/Polaris,2
02114,Boston,MA,Freedom Trail Realty School,2
01760,Natick,MA,Coan Oil,2
97214,Portland,OR,Beny The Balloon Guy,2
32714,Altamonte Springs,FL,Anytime Fitness,2
97006,Beaverton,OR,Extended Stay America - Portland - Beaverton,2
V5C 3Y6,Burnaby,BC,Executive Suites Hotel,2
78660,Pflugerville,TX,First Choice Emergency Room,2
02132,West Roxbury,MA,West Roxbury Animal Hospital,2
32819,Orlando,FL,CVS Pharmacy,2
30033,North Decatur,GA,McDonald's,2
01730,Bedford,MA,Bedford Motel,2
97201,Portland,OR,The Hotel Zags,2
30080,Smyrna,GA,Pho 24,2
43201,Columbus,OH,United Dairy Farmers,2
02118,Boston,MA,Casey's Towing,2
30346,Dunwoody,GA,Residence Inn by Marriott Atlanta Perimeter Center/Dunwoody,2
34714,Clermont,FL,Quality Inn Maingate West,2
78748,Austin,TX,Jack in the Box,2
43026,Hilliard,OH,Homewood Suites by Hilton Columbus-Hilliard,2
43228,Columbus,OH,Fyda Freightliner Columbus,2
78745,Austin,TX,Mr. Stache Photo Booths,2
02143,Somerville,MA,Dunkin',2
02135,Boston,MA,Best Western University Hotel Boston-Brighton,2
02148,Malden,MA,Econo Lodge,2
30339,Atlanta,GA,La Quinta by Wyndham Atlanta Ballpark/Galleria,2
30308,Atlanta,GA,Cowry Classic Limousine Service,2
43204,Columbus,OH,Waffle House,2
V6B 6N8,Vancouver,BC,McDonald's,2
43215,Columbus,OH,Courtyard by Marriott Columbus Downtown,2
V5X 3L6,Vancouver,BC,Hi Five Chicken,2
78758,Austin,TX,Extended Stay America - Austin - Arboretum - South,2
97006,Beaverton,OR,Rip City Garage Door Repair,2
78759,Austin,TX,Arlene Maze - Dochen Realtors,2
02114,Boston,MA,Quarry Hills Plumbing Heating & Cooling,2
30308,Atlanta,GA,Emerge Birth Services,2
43215,Columbus,OH,Downtown Dog Park,2
78749,Austin,TX,OnCall Emergency Center Circle C,2
78737,Austin,TX,Gabrick Barbecue & Catering,2
30341,Chamblee,GA,Tidal Wave Response,2
34747,Kissimmee,FL,Lighthouse Key Resort and Spa,2
32822,Orlando,FL,Steak ’n Shake,2
30342,Atlanta,GA,Fitness Love,2
98683,Vancouver,WA,Candlewood Suites Vancouver-Camas,2
02116,Boston,MA,Boston Luxe Real Estate,2
78704,Austin,TX,Gateway Guesthouse,2
V5G 2G4,Burnaby,BC,Denny's,2
01923,Danvers,MA,TownePlace Suites by Marriott Boston North Shore/Danvers,2
78745,Austin,TX,Live Oak DJ,2
78758,Austin,TX,Extended Stay America - Austin - Arboretum - North,2
32819,Orlando,FL,Club Wyndham - Orlando International,2
78744,Austin,TX,Circle K,2
32765,Oviedo,FL,Miranda's Towing,2
30341,Atlanta,GA,Holiday Inn Atlanta-Perimeter/Dunwoody,2
97209,Portland,OR,Ryan Fukuda,2
98662,Vancouver,WA,Tony's Flooring,2
43219,Columbus,OH,Comfort Suites Columbus Airport,2
30309,Atlanta,GA,BP,2
32824,Orlando,FL,McDonald's,2
32819,Orlando,FL,Element Orlando Universal Blvd,2
43125,Groveport,OH,Holiday Inn Express & Suites Columbus Southeast,2
02461,Newton,MA,Negoshian's Towing & Service,2
V5Y 1N9,Vancouver,BC,Fast Locksmith,2
V5K 2A1,Vancouver,BC,Burger King,2
73301,Austin,TX,Budget Cleaning Services,2
78750,Austin,TX,Austin Emergency Center- Anderson Mill,2
78724,Austin,TX,Best Overhead Door Company,2
02116,Boston,MA,The Revolution Hotel,2
30303,Atlanta,GA,Quality Hotel Downtown,2
02144,Somerville,MA,Our City Realty,2
30030,Decatur,GA,Courtyard by Marriott Atlanta Decatur Downtown/Emory,2
78610,Buda,TX,Buda Best Window Tint,2
34786,Windermere,FL,7-Eleven,2
V3K 6W3,Coquitlam,BC,Hard Rock Casino Vancouver,2
02215,Boston,MA,DIRECTV,2
78728,Austin,TX,Allstate Plumbing,2
97015,Clackamas,OR,Clackamas Inn,2
V5E 1E1,Burnaby,BC,A&W,2
32836,Orlando,FL,Circle K,2
30032,Decatur,GA,Dunkin',2
02072,Stoughton,MA,Hampton Inn & Suites Boston/Stoughton,2
78719,Austin,TX,Cool Chez,2
V5X 2X4,Vancouver,BC,Mr. Tube Steak,2
32826,Orlando,FL,AdventHealth Waterford Lakes ER,2
30067,Marietta,GA,FedEx Office Print & Ship Center,2
V5N 4C8,Vancouver,BC,Drips & Drains Plumbing and Heating,2
43215,Columbus,OH,DoubleTree Suites by Hilton Hotel Columbus Downtown,2
32822,Orlando,FL,Orlando Pet Crematory,2
02143,Somerville,MA,Cityside Locksmith,2
30339,Atlanta,GA,Motel 6,2
78705,Austin,TX,Austin Limos and Rides,2
78758,Austin,TX,Jack in the Box,2
78758,Austin,TX,McDonald's,2
02421,Lexington,MA,Element Lexington,2
97266,Portland,OR,Brooks Towing,2
97078,Beaverton,OR,All Day Towing,2
02150,Chelsea,MA,LTI Transportation,2
43202,Columbus,OH,Hampton Inn & Suites Columbus/University Area,2
43228,Columbus,OH,Apollo Pro Cleaning & Restoration,2
02026,Dedham,MA,Holiday Inn Boston-Dedham Htl & Conf Ctr,2
30080,Smyrna,GA,Waffle House,2
32835,Orlando,FL,McDonald's,2
30305,Atlanta,GA,Quality Suites Buckhead Village,2
30344,Atlanta,GA,Econo Lodge,2
78758,Austin,TX,Gracy Woods I Nursing Center,2
02072,Stoughton,MA,Courtyard by Marriott Boston Stoughton,2
97007,Beaverton,OR,Praise Cleaning Services,2
43017,Dublin,OH,Speedway,2
32817,Orlando,FL,Anytime Fitness,2
02138,Cambridge,MA,Irving House At Harvard Inn,2
30309,Atlanta,GA,Azure On The Park by Atlantic Realty Partners,2
30030,Decatur,GA,Ace & A Heating and Air Conditioning,2
V5N 3N4,Vancouver,BC,7-Eleven,2
01801,Woburn,MA,John's Sewer & Drain Cleaning,2
V3W,Surrey,BC,SpeedWash,2
78703,Austin,TX,Lake Austin Riverboats,2
97230,Portland,OR,Mystique's Fancy Faces,2
02140,Cambridge,MA,CollegeVine,2
32828,Orlando,FL,McDonald's,2
34761,Ocoee,FL,Orlando Health - Health Central Hospital,2
V3R 4E4,Surrey,BC,Shoppers Drug Mart,2
33897,Davenport,FL,Holiday Inn Express & Suites Orlando South-Davenport,2
78705,Austin,TX,St. David's Rehabilitation Hospital,2
43016,Dublin,OH,Columbus Springs Dublin,2
30349,College Park,GA,Quality Hotel Conference Center,2
78754,Austin,TX,Cross Creek Hospital,2
78748,Austin,TX,Harper's Towing Service,2
30345,Atlanta,GA,QuikTrip,2
30082,Smyrna,GA,Titanz Fitness & Nutrition,2
32812,Orlando,FL,Xpress Airport Valet Parking,2
02111,Boston,MA,Quick Livery,2
V6P 5Y8,Vancouver,BC,McDonald's,2
43147,Pickerington,OH,Pickerington Heating & Cooling,2
01801,Woburn,MA,Fairfield Inn by Marriott Boston Woburn/Burlington,2
97204,Portland,OR,Chef Berk,2
78702,Austin,TX,Campus Auto Glass,2
32803,Orlando,FL,Leppard Law,2
02151,Revere,MA,Dunkin',2
30320,Atlanta,GA,STS limousine and Airport Transportation,2
34746,Kissimmee,FL,Magic Moment Resort & Kids Club,2
78758,Austin,TX,Park Bend Health Center,2
02130,Jamaica Plain,MA,Bani Transportation,2
32821,Orlando,FL,Staybridge Suites Orlando at SeaWorld,2
43219,Columbus,OH,Broad & James Towing,2
V6X 3K4,Richmond,BC,Travelodge Vancouver Airport,2
02139,Cambridge,MA,Prospect Place Bed and Breakfast,2
01923,Danvers,MA,Motel 6,2
30329,Atlanta,GA,Extended Stay America - Atlanta - Clairmont,2
02169,Quincy,MA,Southern Mechanical Services,2
32825,Orlando,FL,Circle K,2
32836,Orlando,FL,Comfort Inn Orlando - Lake Buena Vista,2
78753,Austin,TX,786 Appliances and More,2
30032,Decatur,GA,McDonald's,2
78641,Leander,TX,Flagship Towing,2
32819,Orlando,FL,Monumental Movie land Hotel,2
34746,Kissimmee,FL,Holiday Inn Express & Suites Orlando - Lk Buena Vista South,2
01760,Natick,MA,Hampton Inn Boston/Natick,2
02138,Cambridge,MA,Neville Center at Fresh Pond,2
98684,Vancouver,WA,Motel 6 - Vancouver,2
30319,Atlanta,GA,BP,2
30317,Atlanta,GA,The Howard House,2
02169,Quincy,MA,All-Savants Transportation,2
02026,Dedham,MA,Fairfield Inn Boston Dedham,2
02072,Stoughton,MA,New England Sinai Hospital,2
V6G 2M4,Vancouver,BC,7-Eleven,2
78744,Austin,TX,Drain & Air Rescue,2
97005,Beaverton,OR,Laurelwood Animal Hospital,2
97202,Portland,OR,Evermore Guesthouse,2
01915,Beverly,MA,Dash Drains,2
32819,Orlando,FL,Econo Lodge International Drive,2
78736,Austin,TX,The Lookout,2
32806,Orlando,FL,Certified Climate Control,2
02140,Cambridge,MA,Poetry Moving,2
02144,Somerville,MA,"Michael Keohane, Licensed Electrician",2
78737,Austin,TX,Natureversity,2
32773,Sanford,FL,Budget Inn Sanford,2
30084,Tucker,GA,Comfort Suites Northlake,2
V6K 1P1,Vancouver,BC,Shoppers Drug Mart,2
02135,Brighton,MA,LoveDecor,2
V5H 2G1,Burnaby,BC,Pho Boi,2
32826,Orlando,FL,Crossland Economy Studios - Orlando - UCF Area,2
78750,Austin,TX,Arrow Service Center,2
78751,Austin,TX,Fitness 360,2
02151,Revere,MA,Patriot Taxi,2
43240,Columbus,OH,Waffle House,2
02151,Revere,MA,Lighthouse Nursing Care Center,2
32812,Belle Isle,FL,Mobile Notary Services By Debra,2
34746,Kissimmee,FL,Comfort Inn,2
78712,Austin,TX,3 Day Blinds Shop-At-Home Services,2
30303,Atlanta,GA,Residence Inn Atlanta Downtown,2
34746,Kissimmee,FL,Burger King,2
78728,Austin,TX,Whataburger,2
32703,Apopka,FL,Hampton Inn & Suites Orlando-Apopka,2
V5C 6C6,Burnaby,BC,McDonald's,2
43215,Columbus,OH,Holiday Inn Columbus Dwtn-Capitol Square,2
V5Z 3X7,Vancouver,BC,Eyedol Optical,2
43082,Westerville,OH,Shamrock Towing,2
43085,Columbus,OH,CJS Heating and Air,2
01905,Lynn,MA,"Addario's Plumbing, Heating, Cooling & Electrical",2
78741,Austin,TX,Cilantro Lime,2
02141,Cambridge,MA,The Drain Guy,2
02135,Brighton,MA,McDonald's,2
V5Z 1J5,Vancouver,BC,Gold’s Gym,2
78610,Buda,TX,A and E Towing,2
02116,Boston,MA,100 Clarendon Street Garage,2
32804,Orlando,FL,The Weight House,2
98661,Vancouver,WA,WinCo Foods,2
78702,Austin,TX,The Guild,2
43229,Columbus,OH,Best Western Plus Columbus North,2
97223,Tigard,OR,PacWest Restoration,2
78702,Austin,TX,Jack in the Box,2
78610,Buda,TX,Hampton Inn & Suites Austin South/Buda,2
34711,Clermont,FL,Anytime Fitness,2
V6G 2M6,Vancouver,BC,Burger King,2
97223,Tigard,OR,Agilyx,2
78746,Austin,TX,FVF Law,2
02462,Newton,MA,Newton Wellesley Orthopedic Associates,2
78704,Austin,TX,All Our Friends Pet Care,2
97034,Lake Oswego,OR,Anytime Fitness,2
30337,College Park,GA,Hampton Inn Atlanta-Airport,2
30303,Atlanta,GA,"The Candler Hotel Atlanta, Curio Collection by Hilton",2
97214,Portland,OR,Check Maid Cleaning Services,2
78715,Austin,TX,Freestyle Languages,2
01742,Concord,MA,Best Western at Historic Concord,2
32807,Orlando,FL,Herrell Plumbing,2
78759,Austin,TX,Schlueter Air Conditioning and Refrigeration,2
80027,Louisville,CO,Courtyard Boulder Louisville,2
32828,Orlando,FL,Soul Quest Ayahuasca Church of Mother Earth,2
33844,Haines City,FL,Balmoral Resort Florida,2
78748,Austin,TX,Culinary Innovations,2
78748,Austin,TX,First Choice Emergency Room,2
97035,Lake Oswego,OR,Pat Healey,2
30317,Atlanta,GA,Waffle House,2
43235,Columbus,OH,Dublin Taxi,2
97233,Portland,OR,Muscle Pro Movers,2
34711,Clermont,FL,Ark Plumbing Service,2
97217,Portland,OR,EastFork Outfitters,2
30067,Atlanta,GA,Just Joy Photography,2
34787,Winter Garden,FL,Car Store Towing,2
43212,Columbus,OH,Giant Eagle,2
02129,Charlestown,MA,Speedway,2
43224,Columbus,OH,Sears Heating & Cooling,2
32810,Orlando,FL,Mills Air,2
43230,Gahanna,OH,Holiday Inn Express & Suites Columbus Airport,2
32819,Orlando,FL,Days Inn by Wyndham Orlando/International Drive,2
30294,Ellenwood,GA,Waffle House,2
78704,Austin,TX,Budget Blinds serving Austin South,2
97281,Tigard,OR,Alex Shuttle PDX Transportation,2
32780,Titusville,FL,Waffle House,2
30328,Atlanta,GA,Extended Stay America - Atlanta - Perimeter - Peachtree Dunwoody,2
V6X 4J7,Richmond,BC,Anytime Fitness,2
78744,Austin,TX,Ali Computer Repair,2
97209,Portland,OR,Nikki Wilson Artistry,2
32808,Orlando,FL,Krystal,2
02134,Allston,MA,7-Eleven,2
32712,Orlando,FL,Louie's Bistro Catering,2
97015,Clackamas,OR,Clarion Inn & Suites,2
97206,Portland,OR,7-Eleven,2
43229,Columbus,OH,Speedway,2
32828,Orlando,FL,My Gym - Waterford Lakes,2
30337,College Park,GA,AABCO Drain and Rooter,2
97239,Portland,OR,Locksmith Plus Inc,2
02476,Arlington,MA,Park Avenue Health Center,2
97230,Portland,OR,Speed's Towing,2
33896,Davenport,FL,Tuscana Resort Orlando by Aston,2
02171,Quincy,MA,Best Western Adams Inn Quincy-Boston,2
80301,Boulder,CO,Boulder Carpet Cleaning Masters,2
V6G 1V9,Vancouver,BC,McDonald's,2
30337,Atlanta,GA,Airport Star Shuttle,2
78723,Austin,TX,Capital City Limousine,2
32809,Orlando,FL,Baymont by Wyndham Florida Mall,2
78752,Austin,TX,Lions of Junk,2
32819,Orlando,FL,Las Palmeras by Hilton Grand Vacations,2
98664,Vancouver,WA,Integrity Cleaning,2
02130,Boston,MA,Taylor House Bed and Breakfast,2
02180,Stoneham,MA,Silco Plumbing,2
02122,Boston,MA,Beantown Towing,2
97205,Portland,OR,Dossier Hotel,2
32817,Orlando,FL,Orlando Extreme Limousine,2
30083,Stone Mountain,GA,Affordable Plumbing & Septic,2
02141,Cambridge,MA,Phil's Towing,2
30308,Atlanta,GA,Community & Council Realty,2
02145,Somerville,MA,Drain Doctor,2
97225,Portland,OR,Cedar Hills Hospital,2
78726,Austin,TX,Whataburger,2
97215,Portland,OR,Marquis Mt Tabor,2
30080,Smyrna,GA,Comfort Inn & Suites Ballpark Area,2
30345,Atlanta,GA,McDonald's,2
30329,Atlanta,GA,"Montlick & Associates, Injury Attorneys",2
78759,Austin,TX,Ace Discount Glass & Door,2
30328,Atlanta,GA,Home2 Suites by Hilton Atlanta Perimeter Center,2
30067,Marietta,GA,Hampton Inn and Suites Atlanta/Marietta,2
32836,Lake Buena Vista,FL,Blue Tree Resort,2
97223,Tigard,OR,Oregon Restoration,2
43123,Grove City,OH,Tim Hortons,2
32819,Orlando,FL,Midpointe Inn,2
43213,Whitehall,OH,CVS Pharmacy,2
02124,Dorchester Center,MA,Carney Hospital,2
78750,Austin,TX,Austin Nites Entertainment,2
78752,Austin,TX,Quality Inn,2
V7B 0A4,Richmond,BC,Petro Canada,2
01887,Wilmington,MA,Nationwide Blind Installation,2
V6J 1Y1,Vancouver,BC,Burrard Animal Hospital + Emergency,2
97225,Portland,OR,Finley Sunset Hills Mortuary,2
01803,Burlington,MA,Bluehost,2
32809,Orlando,FL,Best Western Airport Inn & Suites,2
02151,Revere,MA,Rodeway Inn Logan International Airport,2
78758,Austin,TX,Alvin's limousine,2
97203,Portland,OR,Full Spectrum Doula Care,2
43125,Groveport,OH,Harrison Farm,2
32746,Lake Mary,FL,Candlewood Suites Lake Mary,2
43231,Columbus,OH,13th Floor Haunted House,2
78727,Austin,TX,Vic's Auto Detail,2
98683,Vancouver,WA,McDonald's,2
02122,Dorchester,MA,Dunkin',2
43082,Westerville,OH,Care Heating And Cooling,2
02138,Cambridge,MA,Carlmont Lock,2
30080,Smyrna,GA,Walgreens,2
97216,Portland,OR,76 Gas Station,2
32819,Orlando,FL,Baymont Inn & Suites - Orlando Universal Blvd,2
80304,Boulder,CO,Holiday Inn Express Boulder,2
43110,Canal Winchester,OH,Diley Ridge Medical Center,2
98661,Vancouver,WA,Thunder Mountain Motorcycle Rescue,2
80302,Boulder,CO,Iyengar Yoga Center of Boulder,2
43016,Dublin,OH,Chapman Drainage and Basement Repair,1
78744,Austin,TX,512 Garage Doors,1
97223,Tigard,OR,D&R Heating & Air,1
01801,Boston,MA,Dave's Sweet Moves Movers,1
32824,Orlando,FL,New Generation Towing And Recovery,1
97211,Portland,OR,Baby Nest Birth Services,1
97006,Aloha,OR,Plaid Pantry,1
97227,Portland,OR,Econo Lodge Convention Center,1
80303,Boulder,CO,Initial Impressions,1
78731,Austin,TX,Infinite Love Pet Sitting,1
02116,Boston,MA,DJ Cookie Policy,1
78666,San Marcos,TX,Handyman Services San Marcos,1
78741,Austin,TX,7-Eleven,1
78741,Austin,TX,Home2 Suites by Hilton Austin Airport,1
43103,South Bloomfield,OH,Tim Hortons,1
78753,Austin,TX,Austin Motor Inn,1
V7A 2Z7,Richmond,BC,Washworld,1
97205,Portland,OR,Pelican Executive Suites - Portland,1
30080,Smyrna,GA,Barrow Wrecker Service,1
78734,Lakeway,TX,Hampton Inn & Suites Austin - Lakeway,1
02474,Arlington,MA,Intrepid Tails,1
30082,Smyrna,GA,McDonald's,1
30311,Atlanta,GA,McDonald's,1
02021,Canton,MA,"Homewood Suites by Hilton Boston/Canton, MA",1
97211,Portland,OR,Sean O'Feery Realtor,1
02421,Lexington,MA,Lexington Veterinary Associates,1
97219,Portland,OR,All About You Luxury Transportation,1
02115,Boston,MA,Beth Israel Deaconess Medical Center - Emergency Department,1
01915,Beverly,MA,"Law Offices of Joseph Waldbaum, Esq",1
32927,Cocoa,FL,Apollo Inn Motel,1
78734,Lakeway,TX,VIK Complete Care - Lakeway,1
30345,Atlanta,GA,Hampton Inn Atlanta-Northlake,1
32796,Titusville,FL,Garden Palms Inn & Suites,1
02032,Walpole,MA,VIP Taxi of Norwood,1
32819,Orlando,FL,La Quinta by Wyndham Orlando I Drive/Conv Center,1
30341,Atlanta,GA,We Clean Carpet,1
V3W 4N5,Surrey,BC,Boss Limousine Service,1
80403,Golden,CO,Eldora Lodge,1
78610,Buda,TX,American Note Warehouse,1
32807,Orlando,FL,Greens Energy Services,1
97266,Portland,OR,Pop-A-Lock,1
34746,Kissimmee,FL,Water Whirled Car Wash,1
78701,Austin,TX,Eversnap Photography,1
32836,Orlando,FL,Holiday Inn Express & Suites Orlando - Lk Buena Vista Area,1
32801,Orlando,FL,Puls,1
